BRANCH,GROUP,MONTH,YEAR,CUSTOMER,Type,Item,INVOICE_DATE,Aging,Amount,,
TX335,South,11,2019,Mylan Corp,AR,MKL1006,11/14/2019,Current,"2,472.10",,
AZ13,West,11,2019,Llorens Ltd,Payment,XYS1001,11/14/2019,Current,-621.43,,
CA65,West,11,2019,Ascend Ltd,AR,NBV1002,11/14/2019,1-60,818.74,,
TX329,South,11,2019,Mylan Corp,AR,MKL1006,11/14/2019,Current,110.75,,
CA84,West,11,2019,WakeFern ,AR,NBV1002,11/14/2019,Current,276.58,,
VA353,South,11,2019,Ascend Ltd,AR,MKL1006,11/14/2019,Current,98.83,,
AZ6,West,11,2019,AuroMedics Corp,AR,XYS1001,11/14/2019,Current,862.96,,
OK286,South,11,2019,Uriel Group,AR,PUJ1005,11/14/2019,Current,"1,264.96",,
NC237,South,11,2019,Winthrop ,AR,UHY1004,11/14/2019,Current,"2,129.93",,
OH280,Midwest,11,2019,Procter Corp,Payment,PUJ1005,11/14/2019,Current,-485.01,,
NY259,Northeast,11,2019,Capweld ,AR,UHY1004,11/14/2019,60+,446.22,,
NV253,West,11,2019,Wuxi Group,AR,UHY1004,11/14/2019,Current,"2,762.81",,
CA86,West,11,2019,Ole Group,AR,NBV1002,11/14/2019,Current,"1,329.21",,
CT105,Northeast,11,2019,OHTA'S Corp,AR,NMK1003,11/15/2019,1-60,"3,150.54",,
IN188,Midwest,11,2019,"Exact-Rx, Corp",Payment,NMK1003,11/15/2019,Current,-634.62,,
GA142,South,11,2019,Qualitest ,Payment,NMK1003,11/15/2019,Current,-531.71,,
AZ10,West,11,2019,Select ,Payment,XYS1001,11/15/2019,Current,"-1,689.20",,
IN185,Midwest,11,2019,Medline ,AR,NMK1003,11/15/2019,Current,"1,717.08",,
FL120,South,11,2019,Ascend Ltd,AR,NMK1003,11/15/2019,Current,433.83,,
OH282,Midwest,11,2019,Llorens Ltd,Payment,PUJ1005,11/15/2019,Current,"-1,134.51",,
NC237,South,11,2019,"PEDIFIX, Corp",Payment,UHY1004,11/15/2019,Current,-496.47,,
MN220,Midwest,11,2019,Prasco Group,Payment,UHY1004,11/15/2019,Current,"-1,085.40",,
IL157,Midwest,11,2019,Uriel Group,Payment,NMK1003,11/15/2019,Current,-858.67,,
MA208,Northeast,11,2019,S.S.S. Group,AR,UHY1004,11/15/2019,Current,502.3,,
CA78,West,11,2019,"Fenwal, Corp",AR,NBV1002,11/16/2019,Current,953.21,,
CT103,Northeast,11,2019,Ascend Ltd,AR,NMK1003,11/16/2019,Current,"1,292.10",,
IN181,Midwest,11,2019,O.E. Ltd,Payment,NMK1003,11/16/2019,Current,-397.98,,
CT110,Northeast,11,2019,U.S. Ltd,AR,NMK1003,11/16/2019,60+,771.84,,
IL174,Midwest,11,2019,Ohio ,AR,NMK1003,11/16/2019,1-60,422.1,,
FL135,South,11,2019,Rochester Ltd,Payment,NMK1003,11/16/2019,Current,"-2,243.70",,
TX321,South,11,2019,Mylan Corp,AR,PUJ1005,11/16/2019,Current,604.07,,
IL178,Midwest,11,2019,Ohio ,Payment,NMK1003,11/16/2019,1-60,"-1,596.01",,
CA72,West,11,2019,E. Ltd,AR,NBV1002,11/16/2019,Current,"1,391.99",,
MT228,West,11,2019,Select ,AR,UHY1004,11/16/2019,Current,400.66,,
CA37,West,11,2019,Eminence Corp,Payment,XYS1001,11/16/2019,Current,-95.68,,
CA30,West,11,2019,Medsep Group,Payment,XYS1001,11/16/2019,60+,"-1,824.54",,
SC297,South,11,2019,Amylin Group,Payment,PUJ1005,11/17/2019,1-60,-493.12,,
SD300,Midwest,11,2019,Bare ,AR,PUJ1005,11/17/2019,Current,201.87,,
NJ243,Northeast,11,2019,"3LAB, Ltd",AR,UHY1004,11/17/2019,Current,"1,938.58",,
CA74,West,11,2019,Bare ,AR,NBV1002,11/17/2019,Current,734.66,,
CT107,Northeast,11,2019,Pacific Ltd,Payment,NMK1003,11/17/2019,Current,-182.91,,
CA28,West,11,2019,Trigen ,Payment,XYS1001,11/17/2019,1-60,"-3,135.60",,
AL1,South,11,2019,Pure Group,AR,XYS1001,11/17/2019,Current,"1,730.21",,
CA22,West,11,2019,"PEDIFIX, Corp",AR,XYS1001,11/17/2019,Current,431.15,,
FL117,South,11,2019,O.E. Ltd,Payment,NMK1003,11/17/2019,Current,-120.6,,
IL163,Midwest,11,2019,Llorens Ltd,Payment,NMK1003,11/17/2019,1-60,"-1,142.42",,
SC297,South,11,2019,OHTA'S Corp,Payment,PUJ1005,11/18/2019,Current,-388.33,,
CA64,West,11,2019,Niconovum Corp,AR,NBV1002,11/18/2019,1-60,"1,817.04",,
NC236,South,11,2019,Linde ,AR,UHY1004,11/18/2019,Current,961.85,,
NY262,Northeast,11,2019,Medline ,AR,PUJ1005,11/18/2019,1-60,480.79,,
IN185,Midwest,11,2019,Eminence Corp,AR,NMK1003,11/18/2019,Current,"1,313.33",,
TN302,South,11,2019,New Ltd,AR,PUJ1005,11/18/2019,60+,551.54,,
NY275,Northeast,11,2019,Winthrop ,Payment,PUJ1005,11/18/2019,Current,"-1,308.91",,
IN187,Midwest,11,2019,WakeFern ,AR,NMK1003,11/18/2019,Current,563.47,,
AZ12,West,11,2019,Ohio ,Payment,XYS1001,11/19/2019,Current,-302.04,,
NY272,Northeast,11,2019,Bare ,AR,PUJ1005,11/19/2019,60+,"1,365.73",,
NY267,Northeast,11,2019,"Apotheca, Ltd",AR,PUJ1005,11/19/2019,Current,"2,143.60",,
MO225,Midwest,11,2019,Trigen ,AR,UHY1004,11/19/2019,Current,839.38,,
TX316,South,11,2019,Amylin Group,AR,PUJ1005,11/19/2019,1-60,162.81,,
CA33,West,11,2019,Winthrop ,AR,XYS1001,11/19/2019,1-60,990.53,,
IL157,Midwest,11,2019,"Exact-Rx, Corp",Payment,NMK1003,11/19/2019,60+,-654.93,,
KS198,Midwest,11,2019,Medsep Group,AR,NMK1003,11/19/2019,Current,285.82,,
CO94,West,11,2019,Ohio ,AR,NMK1003,11/19/2019,60+,550.14,,
NC233,South,11,2019,Linde ,Payment,UHY1004,11/19/2019,Current,"-2,304.40",,
TX309,South,11,2019,Medline ,Payment,PUJ1005,11/19/2019,Current,-37.52,,
FL135,South,11,2019,"Apotheca, Ltd",Payment,NMK1003,11/19/2019,Current,"-1,380.80",,
OR289,West,11,2019,Ascend Ltd,Payment,PUJ1005,11/20/2019,1-60,-622.5,,
CA84,West,11,2019,OUR Ltd,Payment,NBV1002,11/20/2019,Current,-677.71,,
NY277,Northeast,11,2019,Bare ,Payment,PUJ1005,11/20/2019,Current,"-1,582.88",,
TN302,South,11,2019,OUR Ltd,AR,PUJ1005,11/20/2019,Current,"1,955.33",,
CA39,West,11,2019,Ascend Ltd,AR,XYS1001,11/20/2019,Current,"1,650.81",,
IL177,Midwest,11,2019,WakeFern ,Payment,NMK1003,11/20/2019,1-60,-937.06,,
MS227,South,11,2019,"PEDIFIX, Corp",AR,UHY1004,11/20/2019,1-60,370.91,,
MI218,Midwest,11,2019,Winthrop ,Payment,UHY1004,11/20/2019,Current,-360.59,,
UT348,West,11,2019,Burt's Corp,AR,MKL1006,11/21/2019,Current,"1,033.14",,
NY274,Northeast,11,2019,Apollo Ltd,Payment,PUJ1005,11/21/2019,Current,-90.45,,
NY261,Northeast,11,2019,Victory Ltd,Payment,PUJ1005,11/21/2019,1-60,-556.44,,
TX337,South,11,2019,E. Ltd,AR,MKL1006,11/21/2019,Current,462.3,,
ID150,West,11,2019,Eminence Corp,Payment,NMK1003,11/22/2019,60+,-274.3,,
CT108,Northeast,11,2019,Bare ,AR,NMK1003,11/22/2019,Current,129.71,,
IN189,Midwest,11,2019,"Apotheca, Ltd",AR,NMK1003,11/22/2019,Current,"1,508.30",,
IL152,Midwest,11,2019,WakeFern ,Payment,NMK1003,11/22/2019,Current,-780.75,,
IL168,Midwest,11,2019,Winthrop ,AR,NMK1003,11/22/2019,Current,473.36,,
OR289,West,11,2019,U.S. Ltd,Payment,PUJ1005,11/22/2019,Current,-480.52,,
FL132,South,11,2019,Mylan Corp,AR,NMK1003,11/22/2019,Current,367.9,,
CA55,West,11,2019,Medline ,Payment,XYS1001,11/22/2019,Current,-549.94,,
NV257,West,11,2019,E. Ltd,AR,UHY1004,11/22/2019,Current,"1,400.30",,
WA358,West,11,2019,"Exact-Rx, Corp",AR,MKL1006,11/23/2019,1-60,"1,554.80",,
FL116,South,11,2019,Nipro ,AR,NMK1003,11/23/2019,Current,339.69,,
WA358,West,11,2019,OUR Ltd,AR,MKL1006,11/23/2019,Current,135.68,,
GA143,South,11,2019,"Apotheca, Ltd",AR,NMK1003,11/23/2019,60+,"1,475.01",,
NC236,South,11,2019,Capweld ,Payment,UHY1004,11/23/2019,1-60,-389.2,,
FL122,South,11,2019,Trigen ,Payment,NMK1003,11/23/2019,1-60,-559.58,,
CA38,West,11,2019,Medsep Group,Payment,XYS1001,11/23/2019,Current,-582.36,,
NY261,Northeast,11,2019,Medsep Group,Payment,UHY1004,11/23/2019,Current,"-1,215.51",,
TN302,South,11,2019,U.S. Ltd,AR,PUJ1005,11/23/2019,Current,"2,366.57",,
NC233,South,11,2019,Llorens Ltd,Payment,UHY1004,11/24/2019,Current,"-1,003.39",,
TX343,South,11,2019,Procter Corp,AR,MKL1006,11/24/2019,Current,112.16,,
CO99,West,11,2019,Medline ,Payment,NMK1003,11/24/2019,60+,-523.94,,
CA89,West,11,2019,Ole Group,AR,NMK1003,11/24/2019,1-60,"1,076.36",,
FL128,South,11,2019,Eminence Corp,Payment,NMK1003,11/24/2019,Current,-566.82,,
CA50,West,11,2019,Ole Group,Payment,XYS1001,11/24/2019,Current,-495.26,,
TX323,South,11,2019,Llorens Ltd,AR,PUJ1005,11/24/2019,Current,358.05,,
AZ9,West,11,2019,Ohio ,AR,XYS1001,11/24/2019,Current,443.81,,
IL151,Midwest,11,2019,"Elorac, Corp",AR,NMK1003,11/24/2019,Current,66.06,,
VA355,South,11,2019,OUR Ltd,AR,MKL1006,11/24/2019,Current,399.79,,
MA209,Northeast,11,2019,New Ltd,AR,UHY1004,11/24/2019,Current,"1,489.41",,
ND238,Midwest,11,2019,WakeFern ,Payment,UHY1004,11/24/2019,1-60,-819.81,,
NV257,West,11,2019,"Fenwal, Corp",AR,UHY1004,11/24/2019,1-60,"1,161.78",,
TX317,South,11,2019,Niconovum Corp,AR,PUJ1005,11/25/2019,Current,455.87,,
TX311,South,11,2019,Victory Ltd,AR,PUJ1005,11/25/2019,Current,"1,679.96",,
CA56,West,11,2019,Medsep Group,AR,XYS1001,11/25/2019,1-60,"1,079.17",,
IL155,Midwest,11,2019,AuroMedics Corp,AR,NMK1003,11/25/2019,Current,"3,450.77",,
CO96,West,11,2019,Prasco Group,Payment,NMK1003,11/25/2019,Current,-287.63,,
CA82,West,11,2019,Uriel Group,Payment,NBV1002,11/25/2019,Current,-585.92,,
MD211,South,11,2019,"3LAB, Ltd",AR,UHY1004,11/25/2019,60+,991.6,,
OH278,Midwest,11,2019,Wuxi Group,AR,PUJ1005,11/26/2019,Current,240.93,,
NM248,West,11,2019,Mylan Corp,Payment,UHY1004,11/26/2019,Current,"-2,010.27",,
VA353,South,11,2019,Mylan Corp,AR,MKL1006,11/26/2019,Current,841.39,,
NM248,West,11,2019,U.S. Ltd,AR,UHY1004,11/26/2019,Current,"3,353.89",,
OH278,Midwest,11,2019,Bare ,Payment,PUJ1005,11/26/2019,1-60,-541.7,,
AZ9,West,11,2019,AuroMedics Corp,AR,XYS1001,11/26/2019,Current,82.41,,
CA41,West,11,2019,"Apotheca, Ltd",Payment,XYS1001,11/26/2019,1-60,-792.07,,
TX320,South,11,2019,Select ,Payment,PUJ1005,11/26/2019,60+,"-1,308.18",,
IL174,Midwest,11,2019,Qualitest ,AR,NMK1003,11/26/2019,Current,"2,544.39",,
CA81,West,11,2019,O.E. Ltd,Payment,NBV1002,11/27/2019,1-60,-404.68,,
OH281,Midwest,11,2019,E. Ltd,AR,PUJ1005,11/27/2019,60+,"1,482.44",,
IL166,Midwest,11,2019,WakeFern ,AR,NMK1003,11/27/2019,Current,482.53,,
FL128,South,11,2019,"3LAB, Ltd",Payment,NMK1003,11/27/2019,1-60,-730.3,,
WA359,West,11,2019,Medline ,AR,MKL1006,11/27/2019,Current,88.17,,
MD211,South,11,2019,"Elorac, Corp",AR,UHY1004,11/27/2019,Current,517.78,,
AZ10,West,11,2019,Avon Corp,Payment,XYS1001,11/27/2019,60+,"-2,018.04",,
TX320,South,11,2019,Pacific Ltd,AR,PUJ1005,11/27/2019,Current,64.32,,
TX335,South,11,2019,Procter Corp,AR,MKL1006,11/27/2019,1-60,544.04,,
IN188,Midwest,11,2019,Pure Group,Payment,NMK1003,11/27/2019,60+,-574.06,,
CA85,West,11,2019,Weimei Corp,Payment,NBV1002,11/27/2019,Current,-996.63,,
IL165,Midwest,11,2019,Ole Group,Payment,NMK1003,11/27/2019,Current,"-1,302.88",,
TX314,South,11,2019,Bare ,AR,PUJ1005,11/28/2019,Current,298.28,,
TX330,South,11,2019,"Apotheca, Ltd",AR,MKL1006,11/28/2019,Current,405.02,,
NM248,West,11,2019,O.E. Ltd,Payment,UHY1004,11/28/2019,Current,"-3,400.38",,
MA206,Northeast,11,2019,Weimei Corp,Payment,UHY1004,11/28/2019,Current,-485.62,,
IL161,Midwest,11,2019,Trigen ,Payment,NMK1003,11/28/2019,Current,-680.99,,
NH241,Northeast,11,2019,Amylin Group,AR,UHY1004,11/28/2019,Current,878.17,,
CA56,West,11,2019,"PEDIFIX, Corp",Payment,XYS1001,11/28/2019,Current,"-1,076.36",,
CA52,West,11,2019,Select ,Payment,XYS1001,11/29/2019,60+,-449.44,,
TX335,South,11,2019,Dharma Ltd,Payment,MKL1006,11/29/2019,60+,-94.47,,
TN304,South,11,2019,Llorens Ltd,AR,PUJ1005,11/29/2019,1-60,388.6,,
CA33,West,11,2019,Burt's Corp,AR,XYS1001,11/29/2019,Current,364.08,,
CA83,West,11,2019,Prasco Group,AR,NBV1002,11/29/2019,Current,"2,134.62",,
CA89,West,11,2019,Linde ,Payment,NMK1003,11/29/2019,Current,-532.99,,
FL128,South,11,2019,Pacific Ltd,AR,NMK1003,11/29/2019,1-60,"1,405.33",,
CO90,West,11,2019,Select ,Payment,NMK1003,11/29/2019,1-60,"-1,957.94",,
TX307,South,11,2019,Weimei Corp,Payment,PUJ1005,11/29/2019,Current,"-1,209.22",,
IL153,Midwest,11,2019,AuroMedics Corp,Payment,NMK1003,11/29/2019,1-60,-432.15,,
CA21,West,11,2019,WakeFern ,AR,XYS1001,11/29/2019,Current,278.92,,
NM249,West,11,2019,Procter Corp,Payment,UHY1004,11/29/2019,Current,"-2,666.80",,
CA47,West,11,2019,Prasco Group,Payment,XYS1001,11/30/2019,Current,"-1,088.42",,
AZ14,West,11,2019,Apollo Ltd,Payment,XYS1001,11/30/2019,Current,-369.04,,
VA351,South,11,2019,Medsep Group,AR,MKL1006,11/30/2019,1-60,"2,520.54",,
TX341,South,11,2019,Ole Group,AR,MKL1006,11/30/2019,1-60,92.19,,
OH283,Midwest,11,2019,Amylin Group,AR,PUJ1005,11/30/2019,1-60,365.35,,
CA55,West,11,2019,Niconovum Corp,Payment,XYS1001,11/30/2019,Current,-426.12,,
NY271,Northeast,11,2019,Prasco Group,Payment,PUJ1005,11/30/2019,Current,"-2,385.60",,
IN182,Midwest,11,2019,New Ltd,Payment,NMK1003,11/30/2019,1-60,-217.08,,
MO222,Midwest,11,2019,OHTA'S Corp,AR,UHY1004,11/30/2019,Current,"2,265.27",,
DC113,South,11,2019,OHTA'S Corp,AR,NMK1003,11/30/2019,60+,114.91,,
KS198,Midwest,12,2019,WakeFern ,AR,NMK1003,12/1/2019,1-60,567.36,,
IN190,Midwest,12,2019,"Exact-Rx, Corp",AR,NMK1003,12/1/2019,Current,99.29,,
IN189,Midwest,12,2019,Ascend Ltd,Payment,NMK1003,12/1/2019,Current,-200.46,,
TX336,South,12,2019,Trigen ,AR,MKL1006,12/1/2019,Current,285.69,,
VA355,South,12,2019,"PEDIFIX, Corp",Payment,MKL1006,12/1/2019,Current,-465.78,,
NY270,Northeast,12,2019,Ohio ,AR,PUJ1005,12/1/2019,Current,68.34,,
MI213,Midwest,12,2019,Winthrop ,AR,UHY1004,12/1/2019,Current,177.68,,
OR291,West,12,2019,"Elorac, Corp",Payment,PUJ1005,12/1/2019,Current,"-1,226.37",,
FL133,South,12,2019,"Exact-Rx, Corp",AR,NMK1003,12/1/2019,Current,"1,440.77",,
NY260,Northeast,12,2019,Mylan Corp,Payment,UHY1004,12/2/2019,Current,-479.39,,
IL169,Midwest,12,2019,Ascend Ltd,Payment,NMK1003,12/2/2019,1-60,-413.66,,
AZ8,West,12,2019,Procter Corp,Payment,XYS1001,12/2/2019,Current,-816.06,,
CT112,Northeast,12,2019,Llorens Ltd,AR,NMK1003,12/2/2019,1-60,358.05,,
CA87,West,12,2019,S.S.S. Group,Payment,NBV1002,12/2/2019,Current,-626.32,,
CA17,West,12,2019,Nipro ,AR,XYS1001,12/2/2019,1-60,"1,094.98",,
AL2,South,12,2019,Niconovum Corp,Payment,XYS1001,12/2/2019,1-60,-835.76,,
GA145,South,12,2019,"Exact-Rx, Corp",AR,NMK1003,12/2/2019,Current,603,,
CA35,West,12,2019,Ei ,AR,XYS1001,12/3/2019,Current,345.72,,
FL122,South,12,2019,E. Ltd,AR,NMK1003,12/3/2019,Current,619.08,,
RI296,Northeast,12,2019,"Apotheca, Ltd",Payment,PUJ1005,12/3/2019,1-60,-365.89,,
CO95,West,12,2019,Apollo Ltd,Payment,NMK1003,12/3/2019,Current,"-2,098.71",,
VA355,South,12,2019,Prasco Group,Payment,MKL1006,12/3/2019,1-60,-857.73,,
MD212,South,12,2019,S.S.S. Group,Payment,UHY1004,12/3/2019,Current,-192.63,,
NY265,Northeast,12,2019,Procter Corp,Payment,PUJ1005,12/3/2019,Current,-658.88,,
SC298,South,12,2019,Avon Corp,AR,PUJ1005,12/3/2019,Current,"1,001.65",,
NJ243,Northeast,12,2019,Ole Group,AR,UHY1004,12/4/2019,Current,368.17,,
NV250,West,12,2019,Avon Corp,AR,UHY1004,12/4/2019,Current,"1,420.67",,
CA41,West,12,2019,"Elorac, Corp",Payment,XYS1001,12/4/2019,Current,-512.15,,
OR289,West,12,2019,"Exact-Rx, Corp",Payment,PUJ1005,12/4/2019,Current,"-1,437.95",,
LA201,South,12,2019,Ascend Ltd,AR,NMK1003,12/4/2019,Current,873.75,,
TN305,South,12,2019,S.S.S. Group,AR,PUJ1005,12/4/2019,1-60,763.8,,
IL176,Midwest,12,2019,Ole Group,Payment,NMK1003,12/4/2019,Current,-392.55,,
IL179,Midwest,12,2019,Amylin Group,AR,NMK1003,12/4/2019,Current,645.41,,
CT103,Northeast,12,2019,Apollo Ltd,AR,NMK1003,12/5/2019,Current,138.96,,
GA142,South,12,2019,Dharma Ltd,AR,NMK1003,12/5/2019,Current,664.1,,
PA293,Northeast,12,2019,OHTA'S Corp,AR,PUJ1005,12/5/2019,Current,656.6,,
SC297,South,12,2019,Sundial ,AR,PUJ1005,12/5/2019,60+,403.34,,
NY270,Northeast,12,2019,Rochester Ltd,Payment,PUJ1005,12/5/2019,Current,"-2,900.23",,
AZ12,West,12,2019,Trigen ,AR,XYS1001,12/5/2019,60+,"1,197.89",,
CA33,West,12,2019,Mylan Corp,AR,XYS1001,12/5/2019,1-60,145.79,,
IN183,Midwest,12,2019,Procter Corp,AR,NMK1003,12/6/2019,60+,"3,031.08",,
CA80,West,12,2019,Avon Corp,AR,NBV1002,12/6/2019,Current,142.04,,
CA58,West,12,2019,OUR Ltd,Payment,XYS1001,12/6/2019,1-60,-294.4,,
CO91,West,12,2019,WakeFern ,Payment,NMK1003,12/6/2019,Current,"-1,423.21",,
NV252,West,12,2019,Winthrop ,Payment,UHY1004,12/6/2019,Current,-530.84,,
TX339,South,12,2019,Victory Ltd,Payment,MKL1006,12/6/2019,Current,"-1,329.01",,
IN182,Midwest,12,2019,Linde ,AR,NMK1003,12/6/2019,Current,"3,039.12",,
CA45,West,12,2019,Winthrop ,Payment,XYS1001,12/6/2019,Current,-184.25,,
NC232,South,12,2019,OUR Ltd,Payment,UHY1004,12/6/2019,Current,-407.16,,
NC230,South,12,2019,OUR Ltd,AR,UHY1004,12/7/2019,Current,"1,050.56",,
AZ10,West,12,2019,Niconovum Corp,AR,XYS1001,12/7/2019,Current,945.91,,
TX312,South,12,2019,Ei ,AR,PUJ1005,12/7/2019,Current,618.54,,
NY274,Northeast,12,2019,Qualitest ,Payment,PUJ1005,12/7/2019,1-60,-282.2,,
ND238,Midwest,12,2019,New Ltd,AR,UHY1004,12/7/2019,Current,"1,789.24",,
CA39,West,12,2019,21st Ltd,AR,XYS1001,12/7/2019,Current,759.78,,
IL154,Midwest,12,2019,AuroMedics Corp,AR,NMK1003,12/7/2019,1-60,908.92,,
TX318,South,12,2019,Weimei Corp,Payment,PUJ1005,12/8/2019,Current,"-1,191.93",,
CA19,West,12,2019,OUR Ltd,AR,XYS1001,12/8/2019,Current,633.28,,
TX316,South,12,2019,Rochester Ltd,Payment,PUJ1005,12/8/2019,Current,-431.15,,
IN189,Midwest,12,2019,Wuxi Group,Payment,NMK1003,12/8/2019,Current,-136.68,,
OH278,Midwest,12,2019,Ohio ,Payment,PUJ1005,12/9/2019,Current,-615.06,,
CA35,West,12,2019,"Elorac, Corp",Payment,XYS1001,12/9/2019,Current,"-1,290.15",,
TN304,South,12,2019,Select ,AR,PUJ1005,12/9/2019,60+,589.6,,
MI214,Midwest,12,2019,Qualitest ,Payment,UHY1004,12/9/2019,Current,"-1,420.67",,
TX327,South,12,2019,New Ltd,AR,PUJ1005,12/9/2019,Current,482.94,,
TX342,South,12,2019,Wuxi Group,Payment,MKL1006,12/9/2019,60+,-310.88,,
TX312,South,12,2019,O.E. Ltd,Payment,PUJ1005,12/9/2019,Current,"-1,149.05",,
CA61,West,12,2019,Weimei Corp,Payment,NBV1002,12/9/2019,Current,"-1,486.33",,
IL165,Midwest,12,2019,Mylan Corp,Payment,NMK1003,12/10/2019,60+,"-1,013.04",,
MD212,South,12,2019,Prasco Group,AR,UHY1004,12/10/2019,Current,110.55,,
CA75,West,12,2019,Amylin Group,Payment,NBV1002,12/10/2019,Current,-246.02,,
IL177,Midwest,12,2019,E. Ltd,AR,NMK1003,12/10/2019,Current,"1,916.20",,
MN220,Midwest,12,2019,Medsep Group,AR,UHY1004,12/10/2019,Current,544.51,,
CA34,West,12,2019,Linde ,AR,XYS1001,12/10/2019,1-60,"1,081.78",,
AR5,South,12,2019,"Apotheca, Ltd",AR,XYS1001,12/11/2019,1-60,477.58,,
CO90,West,12,2019,Rochester Ltd,Payment,NMK1003,12/11/2019,Current,-704.3,,
AL1,South,12,2019,Linde ,Payment,XYS1001,12/11/2019,Current,-83.75,,
CA20,West,12,2019,Apollo Ltd,AR,XYS1001,12/11/2019,1-60,897.8,,
TX316,South,12,2019,21st Ltd,AR,PUJ1005,12/11/2019,60+,"1,051.03",,
NY276,Northeast,12,2019,Wuxi Group,AR,PUJ1005,12/11/2019,Current,90.58,,
MI215,Midwest,12,2019,OUR Ltd,Payment,UHY1004,12/11/2019,Current,-694.66,,
CO91,West,12,2019,Bare ,Payment,NMK1003,12/11/2019,Current,-102.51,,
NV257,West,12,2019,Linde ,AR,UHY1004,12/11/2019,Current,"1,399.97",,
CA75,West,12,2019,Ohio ,AR,NBV1002,12/12/2019,Current,554.56,,
LA202,South,12,2019,Llorens Ltd,AR,NMK1003,12/12/2019,Current,68.34,,
NC231,South,12,2019,Ei ,AR,UHY1004,12/12/2019,1-60,135.07,,
WA364,West,12,2019,Weimei Corp,AR,MKL1006,12/12/2019,60+,266.33,,
CT108,Northeast,12,2019,Dharma Ltd,AR,NMK1003,12/12/2019,Current,924.2,,
NC237,South,12,2019,Pure Group,AR,UHY1004,12/12/2019,1-60,688.63,,
IN188,Midwest,12,2019,Ei ,AR,NMK1003,12/12/2019,Current,"1,456.25",,
CA33,West,12,2019,"Apotheca, Ltd",AR,XYS1001,12/12/2019,60+,"2,312.17",,
AZ7,West,12,2019,Linde ,AR,XYS1001,12/12/2019,Current,422.1,,
NM249,West,12,2019,E. Ltd,AR,UHY1004,12/13/2019,Current,"3,199.45",,
AZ14,West,12,2019,Ei ,Payment,XYS1001,12/13/2019,60+,"-1,073.34",,
TX323,South,12,2019,Victory Ltd,AR,PUJ1005,12/13/2019,Current,300.16,,
OK284,South,12,2019,Pacific Ltd,Payment,PUJ1005,12/13/2019,60+,"-2,390.09",,
CT103,Northeast,12,2019,"PEDIFIX, Corp",AR,NMK1003,12/13/2019,Current,"1,922.90",,
TX322,South,12,2019,Burt's Corp,AR,PUJ1005,12/13/2019,Current,617.47,,
NV250,West,12,2019,Medline ,AR,UHY1004,12/13/2019,60+,269.68,,
NJ247,Northeast,12,2019,"PEDIFIX, Corp",AR,UHY1004,12/14/2019,60+,"1,218.46",,
TX340,South,12,2019,Bare ,AR,MKL1006,12/14/2019,Current,671.54,,
CA62,West,12,2019,21st Ltd,AR,NBV1002,12/14/2019,Current,207.83,,
FL138,South,12,2019,Mylan Corp,Payment,NMK1003,12/14/2019,1-60,-116.51,,
CA46,West,12,2019,Ole Group,Payment,XYS1001,12/14/2019,Current,-482.4,,
CA71,West,12,2019,Weimei Corp,AR,NBV1002,12/14/2019,1-60,359.46,,
NY270,Northeast,12,2019,"Fenwal, Corp",Payment,PUJ1005,12/14/2019,Current,-402.8,,
SC297,South,12,2019,Prasco Group,Payment,PUJ1005,12/15/2019,Current,-178.49,,
NJ246,Northeast,12,2019,Ascend Ltd,AR,UHY1004,12/15/2019,Current,481.19,,
CT105,Northeast,12,2019,Linde ,Payment,NMK1003,12/15/2019,1-60,-368.43,,
KS197,Midwest,12,2019,"Elorac, Corp",AR,NMK1003,12/15/2019,1-60,"1,701.00",,
IL154,Midwest,12,2019,New Ltd,Payment,NMK1003,12/15/2019,Current,-268.54,,
CA17,West,12,2019,Linde ,Payment,XYS1001,12/15/2019,Current,-57.89,,
OR290,West,12,2019,"Apotheca, Ltd",Payment,PUJ1005,12/15/2019,1-60,"-2,443.09",,
FL135,South,12,2019,AuroMedics Corp,Payment,NMK1003,12/15/2019,1-60,"-1,098.80",,
CA50,West,12,2019,Prasco Group,AR,XYS1001,12/15/2019,Current,659.41,,
IN193,Midwest,12,2019,Medline ,Payment,NMK1003,12/15/2019,Current,-162.81,,
NY258,Northeast,12,2019,"Exact-Rx, Corp",Payment,UHY1004,12/15/2019,60+,-681.12,,
SC297,South,12,2019,Select ,Payment,PUJ1005,12/16/2019,1-60,-332.86,,
IN190,Midwest,12,2019,Sundial ,AR,NMK1003,12/16/2019,60+,640.19,,
IN183,Midwest,12,2019,"Fenwal, Corp",Payment,NMK1003,12/16/2019,60+,"-1,040.04",,
NV251,West,12,2019,Eminence Corp,AR,UHY1004,12/16/2019,1-60,646.68,,
IL162,Midwest,12,2019,Capweld ,Payment,NMK1003,12/16/2019,Current,-503.84,,
CA54,West,12,2019,Winthrop ,Payment,XYS1001,12/16/2019,1-60,-954.75,,
CO102,West,12,2019,21st Ltd,AR,NMK1003,12/16/2019,Current,130.65,,
MI213,Midwest,12,2019,Ole Group,AR,UHY1004,12/16/2019,Current,"2,179.91",,
CT106,Northeast,12,2019,Ole Group,Payment,NMK1003,12/16/2019,1-60,"-1,461.40",,
CO98,West,12,2019,Procter Corp,AR,NMK1003,12/16/2019,Current,488.43,,
CA77,West,12,2019,O.E. Ltd,AR,NBV1002,12/17/2019,Current,"1,189.59",,
CA68,West,12,2019,Ohio ,AR,NBV1002,12/17/2019,60+,532.65,,
